# CSV generated from:L
# https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-018-04647-1/MediaObjects/41467_2018_4647_MOESM4_ESM.xlsx
# Supplementary Data 1. Experimentally identified gold standard SL interactions,,,,,,
# ,,,,,,
gene1,gene2,gene1 perturbation,gene2 perturbation,PMID,cancer type tested,SL
MUS81,FAT4,mut,shRNA,24104479,COAD,0
MUS81,CYP19A1,mut,shRNA,24104479,COAD,0
MUS81,PHACTR2,mut,shRNA,24104479,COAD,0
MUS81,USP21,mut,shRNA,24104479,COAD,0
MUS81,SEC16B,mut,shRNA,24104479,COAD,0
MUS81,PRKAA2,mut,shRNA,24104479,COAD,0
MUS81,RNASE3,mut,shRNA,24104479,COAD,0
MUS81,ABL1,mut,shRNA,24104479,COAD,0
MUS81,LIMD1,mut,shRNA,24104479,COAD,0
MUS81,TRIM45,mut,shRNA,24104479,COAD,0
MUS81,GPR157,mut,shRNA,24104479,COAD,0
MUS81,EGFL7,mut,shRNA,24104479,COAD,0
MUS81,ROBO4,mut,shRNA,24104479,COAD,0
MUS81,KIAA0391,mut,shRNA,24104479,COAD,0
MUS81,NPC1L1,mut,shRNA,24104479,COAD,0
MUS81,ATP5J,mut,shRNA,24104479,COAD,0
MUS81,PABPC1L2A,mut,shRNA,24104479,COAD,0
MUS81,SERHL,mut,shRNA,24104479,COAD,0
MUS81,SLC39A1,mut,shRNA,24104479,COAD,0
MUS81,EPS15L1,mut,shRNA,24104479,COAD,0
MUS81,HERPUD1,mut,shRNA,24104479,COAD,0
MUS81,NRTN,mut,shRNA,24104479,COAD,1
MUS81,TMEM225,mut,shRNA,24104479,COAD,0
MUS81,IRF4,mut,shRNA,24104479,COAD,0
MUS81,ZNF512,mut,shRNA,24104479,COAD,0
MUS81,GPR64,mut,shRNA,24104479,COAD,0
MUS81,CRLS1,mut,shRNA,24104479,COAD,0
MUS81,BZW2,mut,shRNA,24104479,COAD,0
MUS81,IL1B,mut,shRNA,24104479,COAD,0
MUS81,SPEF2,mut,shRNA,24104479,COAD,0
MUS81,C22orf36,mut,shRNA,24104479,COAD,0
MUS81,CHRNB1,mut,shRNA,24104479,COAD,0
MUS81,EHMT2,mut,shRNA,24104479,COAD,0
MUS81,TMEM19,mut,shRNA,24104479,COAD,0
MUS81,DIRC2,mut,shRNA,24104479,COAD,0
MUS81,TAS2R19,mut,shRNA,24104479,COAD,0
MUS81,ELAVL3,mut,shRNA,24104479,COAD,0
MUS81,NCALD,mut,shRNA,24104479,COAD,0
MUS81,CGREF1,mut,shRNA,24104479,COAD,0
MUS81,SLITRK2,mut,shRNA,24104479,COAD,0
MUS81,SAT2,mut,shRNA,24104479,COAD,0
MUS81,ARL8A,mut,shRNA,24104479,COAD,0
MUS81,PPT2,mut,shRNA,24104479,COAD,0
MUS81,VTCN1,mut,shRNA,24104479,COAD,0
MUS81,PRB4,mut,shRNA,24104479,COAD,0
MUS81,FOXB2,mut,shRNA,24104479,COAD,0
MUS81,BHLHE23,mut,shRNA,24104479,COAD,0
MUS81,XKR5,mut,shRNA,24104479,COAD,0
MUS81,POLR3C,mut,shRNA,24104479,COAD,0
MUS81,C10orf57,mut,shRNA,24104479,COAD,0
MUS81,TBC1D8B,mut,shRNA,24104479,COAD,0
MUS81,ASB4,mut,shRNA,24104479,COAD,0
MUS81,TGDS,mut,shRNA,24104479,COAD,0
MUS81,EXOC3,mut,shRNA,24104479,COAD,0
MUS81,SLC46A3,mut,shRNA,24104479,COAD,0
MUS81,RPS6KB1,mut,shRNA,24104479,COAD,0
MUS81,KRT16,mut,shRNA,24104479,COAD,0
MUS81,TRPM6,mut,shRNA,24104479,COAD,0
MUS81,CNR1,mut,shRNA,24104479,COAD,0
MUS81,FMNL2,mut,shRNA,24104479,COAD,1
MUS81,ABHD11,mut,shRNA,24104479,COAD,0
MUS81,SCAMP1,mut,shRNA,24104479,COAD,0
MUS81,SLC25A3,mut,shRNA,24104479,COAD,0
MUS81,OTOA,mut,shRNA,24104479,COAD,0
MUS81,HNF1A,mut,shRNA,24104479,COAD,0
MUS81,EPHB1,mut,shRNA,24104479,COAD,0
MUS81,VTI1A,mut,shRNA,24104479,COAD,0
MUS81,STOM,mut,shRNA,24104479,COAD,0
MUS81,HNRNPR,mut,shRNA,24104479,COAD,0
MUS81,ZNF662,mut,shRNA,24104479,COAD,0
MUS81,STAMBPL1,mut,shRNA,24104479,COAD,0
MUS81,SLC5A6,mut,shRNA,24104479,COAD,0
MUS81,SOS1,mut,shRNA,24104479,COAD,0
MUS81,NYX,mut,shRNA,24104479,COAD,0
MUS81,ZZZ3,mut,shRNA,24104479,COAD,0
MUS81,SYCP2,mut,shRNA,24104479,COAD,0
MUS81,CXorf40A,mut,shRNA,24104479,COAD,0
MUS81,RAB22A,mut,shRNA,24104479,COAD,0
MUS81,PAWR,mut,shRNA,24104479,COAD,0
MUS81,APOH,mut,shRNA,24104479,COAD,0
MUS81,14-Sep,mut,shRNA,24104479,COAD,0
MUS81,AMY2A,mut,shRNA,24104479,COAD,0
MUS81,PNKP,mut,shRNA,24104479,COAD,0
MUS81,CTSO,mut,shRNA,24104479,COAD,0
MUS81,OTC,mut,shRNA,24104479,COAD,0
MUS81,RAB4A,mut,shRNA,24104479,COAD,0
MUS81,KLRG1,mut,shRNA,24104479,COAD,0
MUS81,HRC,mut,shRNA,24104479,COAD,0
MUS81,CBS,mut,shRNA,24104479,COAD,0
MUS81,INSC,mut,shRNA,24104479,COAD,0
MUS81,ACTL8,mut,shRNA,24104479,COAD,0
MUS81,CLNS1A,mut,shRNA,24104479,COAD,0
MUS81,GNGT1,mut,shRNA,24104479,COAD,0
MUS81,TDGF1,mut,shRNA,24104479,COAD,0
MUS81,CLNK,mut,shRNA,24104479,COAD,0
MUS81,ACMSD,mut,shRNA,24104479,COAD,0
MUS81,KIAA1324L,mut,shRNA,24104479,COAD,0
MUS81,SDK2,mut,shRNA,24104479,COAD,0
MUS81,PFDN2,mut,shRNA,24104479,COAD,1
MUS81,RHOXF1,mut,shRNA,24104479,COAD,0
MUS81,TMED6,mut,shRNA,24104479,COAD,0
MUS81,IGDCC3,mut,shRNA,24104479,COAD,0
MUS81,ATP8B1,mut,shRNA,24104479,COAD,0
MUS81,TINF2,mut,shRNA,24104479,COAD,0
MUS81,KCNJ3,mut,shRNA,24104479,COAD,0
MUS81,GPX1,mut,shRNA,24104479,COAD,0
MUS81,FAM122B,mut,shRNA,24104479,COAD,0
MUS81,MCM6,mut,shRNA,24104479,COAD,0
MUS81,SKAP2,mut,shRNA,24104479,COAD,0
MUS81,TMEM106C,mut,shRNA,24104479,COAD,0
MUS81,SDCCAG3,mut,shRNA,24104479,COAD,0
MUS81,POLR1A,mut,shRNA,24104479,COAD,0
MUS81,B3GNT8,mut,shRNA,24104479,COAD,0
MUS81,NUDT21,mut,shRNA,24104479,COAD,0
MUS81,TRHDE,mut,shRNA,24104479,COAD,0
MUS81,ASPSCR1,mut,shRNA,24104479,COAD,0
MUS81,FBXL6,mut,shRNA,24104479,COAD,0
MUS81,CBX5,mut,shRNA,24104479,COAD,0
MUS81,STRA6,mut,shRNA,24104479,COAD,0
MUS81,CDKAL1,mut,shRNA,24104479,COAD,0
MUS81,NSL1,mut,shRNA,24104479,COAD,0
MUS81,CDH2,mut,shRNA,24104479,COAD,0
MUS81,OR51F2,mut,shRNA,24104479,COAD,0
MUS81,ZNF397,mut,shRNA,24104479,COAD,0
MUS81,BRAP,mut,shRNA,24104479,COAD,0
MUS81,KIFC1,mut,shRNA,24104479,COAD,0
MUS81,ALOXE3,mut,shRNA,24104479,COAD,0
MUS81,C15orf63,mut,shRNA,24104479,COAD,0
MUS81,LIPG,mut,shRNA,24104479,COAD,0
MUS81,FKBP10,mut,shRNA,24104479,COAD,0
MUS81,SLC5A7,mut,shRNA,24104479,COAD,0
MUS81,CLSTN3,mut,shRNA,24104479,COAD,0
MUS81,SLC25A40,mut,shRNA,24104479,COAD,0
MUS81,TMSB15B,mut,shRNA,24104479,COAD,0
MUS81,OR1L6,mut,shRNA,24104479,COAD,0
MUS81,FGFR4,mut,shRNA,24104479,COAD,0
MUS81,SYPL1,mut,shRNA,24104479,COAD,0
MUS81,WFDC10A,mut,shRNA,24104479,COAD,0
MUS81,NACA,mut,shRNA,24104479,COAD,0
MUS81,ATAD5,mut,shRNA,24104479,COAD,0
MUS81,C6orf145,mut,shRNA,24104479,COAD,0
MUS81,THRAP3,mut,shRNA,24104479,COAD,0
MUS81,MYCN,mut,shRNA,24104479,COAD,0
MUS81,HPX,mut,shRNA,24104479,COAD,0
MUS81,PREB,mut,shRNA,24104479,COAD,0
MUS81,EVL,mut,shRNA,24104479,COAD,0
MUS81,ACTB,mut,shRNA,24104479,COAD,0
MUS81,MMP21,mut,shRNA,24104479,COAD,0
MUS81,DDX4,mut,shRNA,24104479,COAD,0
MUS81,RRN3,mut,shRNA,24104479,COAD,0
MUS81,ERAP2,mut,shRNA,24104479,COAD,0
MUS81,CGB,mut,shRNA,24104479,COAD,0
MUS81,RBM26,mut,shRNA,24104479,COAD,0
MUS81,AKR1E2,mut,shRNA,24104479,COAD,0
MUS81,ZBTB7B,mut,shRNA,24104479,COAD,0
MUS81,ATP5B,mut,shRNA,24104479,COAD,0
MUS81,SLC2A6,mut,shRNA,24104479,COAD,0
MUS81,RNF181,mut,shRNA,24104479,COAD,0
MUS81,SSX5,mut,shRNA,24104479,COAD,0
MUS81,TRIM60,mut,shRNA,24104479,COAD,0
MUS81,USP49,mut,shRNA,24104479,COAD,0
MUS81,HDAC8,mut,shRNA,24104479,COAD,0
MUS81,INTS8,mut,shRNA,24104479,COAD,0
MUS81,NDUFB8,mut,shRNA,24104479,COAD,0
MUS81,C1orf88,mut,shRNA,24104479,COAD,0
MUS81,CIAO1,mut,shRNA,24104479,COAD,0
MUS81,FOXG1,mut,shRNA,24104479,COAD,0
MUS81,MCM2,mut,shRNA,24104479,COAD,0
MUS81,KIR2DL4,mut,shRNA,24104479,COAD,0
MUS81,FAM13C,mut,shRNA,24104479,COAD,0
MUS81,SYT12,mut,shRNA,24104479,COAD,0
MUS81,ANKRD12,mut,shRNA,24104479,COAD,0
MUS81,DOM3Z,mut,shRNA,24104479,COAD,0
MUS81,SPCS1,mut,shRNA,24104479,COAD,0
MUS81,MBD6,mut,shRNA,24104479,COAD,0
MUS81,PCNA,mut,shRNA,24104479,COAD,1
MUS81,DLG4,mut,shRNA,24104479,COAD,1
MUS81,SAT1,mut,shRNA,24104479,COAD,0
MUS81,C11orf70,mut,shRNA,24104479,COAD,0
MUS81,RNF5,mut,shRNA,24104479,COAD,0
MUS81,INHBA,mut,shRNA,24104479,COAD,0
MUS81,SLC2A8,mut,shRNA,24104479,COAD,0
MUS81,ART4,mut,shRNA,24104479,COAD,0
MUS81,RHOT2,mut,shRNA,24104479,COAD,0
MUS81,USP16,mut,shRNA,24104479,COAD,0
MUS81,CBWD3,mut,shRNA,24104479,COAD,0
MUS81,LUC7L2,mut,shRNA,24104479,COAD,0
MUS81,N4BP1,mut,shRNA,24104479,COAD,0
MUS81,ADARB1,mut,shRNA,24104479,COAD,0
MUS81,LAMC2,mut,shRNA,24104479,COAD,0
MUS81,SFXN3,mut,shRNA,24104479,COAD,0
MUS81,GFPT2,mut,shRNA,24104479,COAD,0
MUS81,FUZ,mut,shRNA,24104479,COAD,0
MUS81,MAN2B2,mut,shRNA,24104479,COAD,0
MUS81,GJC3,mut,shRNA,24104479,COAD,0
MUS81,FANCL,mut,shRNA,24104479,COAD,0
MUS81,DHODH,mut,shRNA,24104479,COAD,0
MUS81,TET1,mut,shRNA,24104479,COAD,0
MUS81,IGFBP6,mut,shRNA,24104479,COAD,0
MUS81,CCDC71,mut,shRNA,24104479,COAD,0
MUS81,LSR,mut,shRNA,24104479,COAD,0
MUS81,SEMA4C,mut,shRNA,24104479,COAD,0
MUS81,RAB3A,mut,shRNA,24104479,COAD,0
MUS81,ZNF671,mut,shRNA,24104479,COAD,0
MUS81,RHAG,mut,shRNA,24104479,COAD,0
MUS81,ARNT2,mut,shRNA,24104479,COAD,0
MUS81,FLNA,mut,shRNA,24104479,COAD,0
MUS81,GABRB3,mut,shRNA,24104479,COAD,0
MUS81,STK17B,mut,shRNA,24104479,COAD,0
MUS81,HEATR6,mut,shRNA,24104479,COAD,0
MUS81,C11orf52,mut,shRNA,24104479,COAD,0
MUS81,CENPL,mut,shRNA,24104479,COAD,1
MUS81,CARD6,mut,shRNA,24104479,COAD,0
MUS81,CSTL1,mut,shRNA,24104479,COAD,0
MUS81,ALDH1B1,mut,shRNA,24104479,COAD,0
MUS81,C22orf23,mut,shRNA,24104479,COAD,0
MUS81,ICAM2,mut,shRNA,24104479,COAD,0
MUS81,ABLIM2,mut,shRNA,24104479,COAD,0
MUS81,TRAPPC4,mut,shRNA,24104479,COAD,0
MUS81,TMEM81,mut,shRNA,24104479,COAD,0
MUS81,SMARCB1,mut,shRNA,24104479,COAD,0
MUS81,RPS5,mut,shRNA,24104479,COAD,0
MUS81,FYCO1,mut,shRNA,24104479,COAD,0
MUS81,DOLPP1,mut,shRNA,24104479,COAD,0
MUS81,C7orf44,mut,shRNA,24104479,COAD,0
MUS81,HRNR,mut,shRNA,24104479,COAD,0
MUS81,FEN1,mut,shRNA,24104479,COAD,0
MUS81,ARHGDIB,mut,shRNA,24104479,COAD,0
MUS81,LTBR,mut,shRNA,24104479,COAD,0
MUS81,MNT,mut,shRNA,24104479,COAD,0
MUS81,HDAC4,mut,shRNA,24104479,COAD,0
MUS81,LIPE,mut,shRNA,24104479,COAD,0
MUS81,ZSCAN18,mut,shRNA,24104479,COAD,0
MUS81,MARS2,mut,shRNA,24104479,COAD,0
MUS81,ANKRD11,mut,shRNA,24104479,COAD,0
MUS81,LBP,mut,shRNA,24104479,COAD,0
MUS81,BRCA1,mut,shRNA,24104479,COAD,0
MUS81,OR5M1,mut,shRNA,24104479,COAD,0
MUS81,HERC1,mut,shRNA,24104479,COAD,0
MUS81,SH3BP1,mut,shRNA,24104479,COAD,0
MUS81,THNSL1,mut,shRNA,24104479,COAD,0
MUS81,GPR179,mut,shRNA,24104479,COAD,0
MUS81,SLC25A22,mut,shRNA,24104479,COAD,0
MUS81,C9orf95,mut,shRNA,24104479,COAD,0
MUS81,ADRA1D,mut,shRNA,24104479,COAD,0
MUS81,SCPEP1,mut,shRNA,24104479,COAD,0
MUS81,SLC38A5,mut,shRNA,24104479,COAD,0
MUS81,PPP1R3C,mut,shRNA,24104479,COAD,0
MUS81,IYD,mut,shRNA,24104479,COAD,0
MUS81,VTA1,mut,shRNA,24104479,COAD,0
MUS81,NIF3L1,mut,shRNA,24104479,COAD,0
MUS81,GUK1,mut,shRNA,24104479,COAD,0
MUS81,DCAF5,mut,shRNA,24104479,COAD,0
MUS81,BLOC1S1,mut,shRNA,24104479,COAD,1
MUS81,ZNF566,mut,shRNA,24104479,COAD,0
MUS81,DDX60,mut,shRNA,24104479,COAD,0
MUS81,C3P1,mut,shRNA,24104479,COAD,0
MUS81,DNM1,mut,shRNA,24104479,COAD,0
MUS81,HS6ST1,mut,shRNA,24104479,COAD,0
MUS81,OR13C3,mut,shRNA,24104479,COAD,0
MUS81,CCND3,mut,shRNA,24104479,COAD,0
MUS81,MRPL51,mut,shRNA,24104479,COAD,0
MUS81,ATP1B1,mut,shRNA,24104479,COAD,0
MUS81,MDFIC,mut,shRNA,24104479,COAD,0
MUS81,ID2,mut,shRNA,24104479,COAD,0
MUS81,ATM,mut,shRNA,24104479,COAD,0
MUS81,PEX16,mut,shRNA,24104479,COAD,0
MUS81,ZNF608,mut,shRNA,24104479,COAD,0
MUS81,CLSPN,mut,shRNA,24104479,COAD,0
MUS81,CLPTM1,mut,shRNA,24104479,COAD,0
MUS81,STOX2,mut,shRNA,24104479,COAD,0
MUS81,ZNF416,mut,shRNA,24104479,COAD,0
MUS81,CYP4F8,mut,shRNA,24104479,COAD,0
MUS81,NAA25,mut,shRNA,24104479,COAD,0
MUS81,SRPX2,mut,shRNA,24104479,COAD,0
MUS81,RAVER2,mut,shRNA,24104479,COAD,0
MUS81,KLHL17,mut,shRNA,24104479,COAD,0
MUS81,SLC35C2,mut,shRNA,24104479,COAD,0
MUS81,RAVER1,mut,shRNA,24104479,COAD,0
MUS81,HOXC4,mut,shRNA,24104479,COAD,0
MUS81,ATP6V1E1,mut,shRNA,24104479,COAD,0
MUS81,ZNF365,mut,shRNA,24104479,COAD,0
MUS81,C6orf27,mut,shRNA,24104479,COAD,0
MUS81,DAZAP2,mut,shRNA,24104479,COAD,0
MUS81,FBXO16,mut,shRNA,24104479,COAD,0
MUS81,LY86,mut,shRNA,24104479,COAD,0
MUS81,SMYD3,mut,shRNA,24104479,COAD,0
MUS81,PMP2,mut,shRNA,24104479,COAD,0
MUS81,DCAF7,mut,shRNA,24104479,COAD,0
MUS81,ORC6L,mut,shRNA,24104479,COAD,0
MUS81,C7orf43,mut,shRNA,24104479,COAD,0
MUS81,PLAC8L1,mut,shRNA,24104479,COAD,0
MUS81,RHBDD1,mut,shRNA,24104479,COAD,0
MUS81,CREB3L1,mut,shRNA,24104479,COAD,0
MUS81,CKAP5,mut,shRNA,24104479,COAD,1
MUS81,CABP2,mut,shRNA,24104479,COAD,0
MUS81,ZCCHC5,mut,shRNA,24104479,COAD,0
MUS81,SYTL5,mut,shRNA,24104479,COAD,0
MUS81,SLC1A6,mut,shRNA,24104479,COAD,0
MUS81,ATP5F1,mut,shRNA,24104479,COAD,0
MUS81,TM7SF2,mut,shRNA,24104479,COAD,0
MUS81,ALOX5,mut,shRNA,24104479,COAD,0
MUS81,CRCP,mut,shRNA,24104479,COAD,0
MUS81,CLEC12B,mut,shRNA,24104479,COAD,0
MUS81,FUBP3,mut,shRNA,24104479,COAD,0
MUS81,RFC1,mut,shRNA,24104479,COAD,1
MUS81,BARD1,mut,shRNA,24104479,COAD,0
MUS81,NDST3,mut,shRNA,24104479,COAD,0
MUS81,SPAG1,mut,shRNA,24104479,COAD,0
MUS81,HDHD3,mut,shRNA,24104479,COAD,0
MUS81,HEBP1,mut,shRNA,24104479,COAD,0
MUS81,GBX2,mut,shRNA,24104479,COAD,0
MUS81,RAB17,mut,shRNA,24104479,COAD,0
MUS81,TENC1,mut,shRNA,24104479,COAD,0
MUS81,CD63,mut,shRNA,24104479,COAD,0
MUS81,CDKL2,mut,shRNA,24104479,COAD,0
MUS81,EDEM1,mut,shRNA,24104479,COAD,0
MUS81,NID2,mut,shRNA,24104479,COAD,0
MUS81,PIK3R4,mut,shRNA,24104479,COAD,0
MUS81,COX15,mut,shRNA,24104479,COAD,0
MUS81,AGMAT,mut,shRNA,24104479,COAD,0
MUS81,TBC1D3P2,mut,shRNA,24104479,COAD,0
MUS81,FBXW11,mut,shRNA,24104479,COAD,0
MUS81,NEXN,mut,shRNA,24104479,COAD,0
MUS81,ZFAND1,mut,shRNA,24104479,COAD,0
MUS81,BARX2,mut,shRNA,24104479,COAD,0
MUS81,MED21,mut,shRNA,24104479,COAD,0
MUS81,DNAJB12,mut,shRNA,24104479,COAD,0
MUS81,ZNF695,mut,shRNA,24104479,COAD,0
MUS81,MLC1,mut,shRNA,24104479,COAD,0
MUS81,CTNS,mut,shRNA,24104479,COAD,0
MUS81,PYHIN1,mut,shRNA,24104479,COAD,0
MUS81,NECAB1,mut,shRNA,24104479,COAD,0
MUS81,ATP1A2,mut,shRNA,24104479,COAD,0
MUS81,SMARCA1,mut,shRNA,24104479,COAD,0
MUS81,LRRC1,mut,shRNA,24104479,COAD,0
MUS81,GYS1,mut,shRNA,24104479,COAD,0
MUS81,GNAO1,mut,shRNA,24104479,COAD,0
MUS81,ZNF107,mut,shRNA,24104479,COAD,0
MUS81,KCNK4,mut,shRNA,24104479,COAD,0
MUS81,DPF3,mut,shRNA,24104479,COAD,0
MUS81,RNF14,mut,shRNA,24104479,COAD,0
MUS81,NUP155,mut,shRNA,24104479,COAD,0
MUS81,PDHA1,mut,shRNA,24104479,COAD,0
MUS81,LIFR,mut,shRNA,24104479,COAD,0
MUS81,ACSL5,mut,shRNA,24104479,COAD,0
MUS81,APBB1IP,mut,shRNA,24104479,COAD,0
MUS81,RFX4,mut,shRNA,24104479,COAD,0
MUS81,C4A,mut,shRNA,24104479,COAD,0
MUS81,SNCG,mut,shRNA,24104479,COAD,0
MUS81,UBE2S,mut,shRNA,24104479,COAD,0
MUS81,KIAA1244,mut,shRNA,24104479,COAD,0
MUS81,CDK15,mut,shRNA,24104479,COAD,0
MUS81,VPS37A,mut,shRNA,24104479,COAD,0
MUS81,EPHX2,mut,shRNA,24104479,COAD,0
MUS81,MIER2,mut,shRNA,24104479,COAD,0
MUS81,OR52K2,mut,shRNA,24104479,COAD,0
MUS81,TRPV1,mut,shRNA,24104479,COAD,0
MUS81,RNF146,mut,shRNA,24104479,COAD,0
MUS81,LRRK2,mut,shRNA,24104479,COAD,0
MUS81,ASB14,mut,shRNA,24104479,COAD,0
MUS81,TESK2,mut,shRNA,24104479,COAD,0
MUS81,CLN8,mut,shRNA,24104479,COAD,0
MUS81,MYO18B,mut,shRNA,24104479,COAD,0
MUS81,CDC20B,mut,shRNA,24104479,COAD,0
MUS81,TTC13,mut,shRNA,24104479,COAD,0
MUS81,GGTLC1,mut,shRNA,24104479,COAD,0
MUS81,TRPM8,mut,shRNA,24104479,COAD,0
MUS81,MAGEA3,mut,shRNA,24104479,COAD,0
MUS81,PTPN9,mut,shRNA,24104479,COAD,0
MUS81,MRTO4,mut,shRNA,24104479,COAD,0
MUS81,ALAD,mut,shRNA,24104479,COAD,0
MUS81,HMSD,mut,shRNA,24104479,COAD,0
MUS81,RDH10,mut,shRNA,24104479,COAD,0
MUS81,PARP11,mut,shRNA,24104479,COAD,0
MUS81,C17orf49,mut,shRNA,24104479,COAD,0
MUS81,ZNF673,mut,shRNA,24104479,COAD,0
MUS81,PCBD1,mut,shRNA,24104479,COAD,0
MUS81,C11orf80,mut,shRNA,24104479,COAD,0
MUS81,SMC2,mut,shRNA,24104479,COAD,0
MUS81,TRIM46,mut,shRNA,24104479,COAD,0
MUS81,SPARCL1,mut,shRNA,24104479,COAD,0
MUS81,RALA,mut,shRNA,24104479,COAD,0
MUS81,MT1B,mut,shRNA,24104479,COAD,0
MUS81,ARPC4,mut,shRNA,24104479,COAD,0
MUS81,SUMF2,mut,shRNA,24104479,COAD,0
MUS81,CXCL11,mut,shRNA,24104479,COAD,0
MUS81,PLEKHG5,mut,shRNA,24104479,COAD,0
MUS81,PAEP,mut,shRNA,24104479,COAD,0
MUS81,PIGV,mut,shRNA,24104479,COAD,0
MUS81,ICAM3,mut,shRNA,24104479,COAD,0
MUS81,PPP2R2C,mut,shRNA,24104479,COAD,0
MUS81,HECW2,mut,shRNA,24104479,COAD,0
MUS81,OR2G3,mut,shRNA,24104479,COAD,0
MUS81,PEX5,mut,shRNA,24104479,COAD,0
MUS81,NMI,mut,shRNA,24104479,COAD,0
MUS81,ANO2,mut,shRNA,24104479,COAD,0
MUS81,C5orf4,mut,shRNA,24104479,COAD,0
MUS81,TFAP2E,mut,shRNA,24104479,COAD,0
MUS81,RECK,mut,shRNA,24104479,COAD,0
MUS81,PCGF1,mut,shRNA,24104479,COAD,0
MUS81,RFXAP,mut,shRNA,24104479,COAD,0
MUS81,UQCRFS1,mut,shRNA,24104479,COAD,0
MUS81,PKM2,mut,shRNA,24104479,COAD,0
MUS81,UNC119,mut,shRNA,24104479,COAD,0
MUS81,YAF2,mut,shRNA,24104479,COAD,0
MUS81,PI4KA,mut,shRNA,24104479,COAD,0
MUS81,PIPOX,mut,shRNA,24104479,COAD,0
MUS81,RNF149,mut,shRNA,24104479,COAD,0
MUS81,HEXIM1,mut,shRNA,24104479,COAD,0
MUS81,RASGRP3,mut,shRNA,24104479,COAD,0
MUS81,MYO5A,mut,shRNA,24104479,COAD,0
MUS81,LTC4S,mut,shRNA,24104479,COAD,0
MUS81,ALDH3A2,mut,shRNA,24104479,COAD,0
MUS81,TMEM170A,mut,shRNA,24104479,COAD,0
MUS81,ANO8,mut,shRNA,24104479,COAD,0
MUS81,TEP1,mut,shRNA,24104479,COAD,0
MUS81,SEMA4A,mut,shRNA,24104479,COAD,0
MUS81,TCEAL5,mut,shRNA,24104479,COAD,0
MUS81,COL9A1,mut,shRNA,24104479,COAD,0
MUS81,TRAPPC3,mut,shRNA,24104479,COAD,0
MUS81,TRAF3,mut,shRNA,24104479,COAD,0
MUS81,GRIPAP1,mut,shRNA,24104479,COAD,0
MUS81,FEM1A,mut,shRNA,24104479,COAD,0
MUS81,EIF4E,mut,shRNA,24104479,COAD,0
MUS81,HSD17B11,mut,shRNA,24104479,COAD,0
MUS81,ACAP1,mut,shRNA,24104479,COAD,0
MUS81,GPRC5B,mut,shRNA,24104479,COAD,0
MUS81,SEC61A1,mut,shRNA,24104479,COAD,0
MUS81,RBM5,mut,shRNA,24104479,COAD,0
MUS81,GKN2,mut,shRNA,24104479,COAD,0
MUS81,NRIP2,mut,shRNA,24104479,COAD,0
MUS81,FAM35A,mut,shRNA,24104479,COAD,0
MUS81,PURB,mut,shRNA,24104479,COAD,0
MUS81,SYT14,mut,shRNA,24104479,COAD,0
MUS81,CBX4,mut,shRNA,24104479,COAD,0
MUS81,GNG8,mut,shRNA,24104479,COAD,0
MUS81,ICAM5,mut,shRNA,24104479,COAD,0
MUS81,C19orf21,mut,shRNA,24104479,COAD,0
MUS81,PRRG3,mut,shRNA,24104479,COAD,0
MUS81,TEDDM1,mut,shRNA,24104479,COAD,0
MUS81,MPDZ,mut,shRNA,24104479,COAD,0
MUS81,LRRC15,mut,shRNA,24104479,COAD,0
MUS81,METTL10,mut,shRNA,24104479,COAD,0
MUS81,PALM2,mut,shRNA,24104479,COAD,0
MUS81,ALPK1,mut,shRNA,24104479,COAD,0
MUS81,RNASEN,mut,shRNA,24104479,COAD,0
MUS81,WDR67,mut,shRNA,24104479,COAD,0
MUS81,PYGO1,mut,shRNA,24104479,COAD,0
MUS81,FCN1,mut,shRNA,24104479,COAD,0
MUS81,RNF112,mut,shRNA,24104479,COAD,0
MUS81,C16orf62,mut,shRNA,24104479,COAD,0
MUS81,PPEF1,mut,shRNA,24104479,COAD,0
MUS81,BAI1,mut,shRNA,24104479,COAD,0
MUS81,MEMO1,mut,shRNA,24104479,COAD,0
MUS81,TRIM72,mut,shRNA,24104479,COAD,1
MUS81,GALR1,mut,shRNA,24104479,COAD,0
MUS81,GPR126,mut,shRNA,24104479,COAD,0
MUS81,FABP2,mut,shRNA,24104479,COAD,0
MUS81,LACE1,mut,shRNA,24104479,COAD,0
MUS81,DIRAS3,mut,shRNA,24104479,COAD,0
MUS81,C10orf111,mut,shRNA,24104479,COAD,0
MUS81,BLVRA,mut,shRNA,24104479,COAD,0
MUS81,CDH12,mut,shRNA,24104479,COAD,0
MUS81,NTN4,mut,shRNA,24104479,COAD,0
MUS81,IFNAR1,mut,shRNA,24104479,COAD,0
MUS81,CBR3,mut,shRNA,24104479,COAD,1
MUS81,TRIM34,mut,shRNA,24104479,COAD,0
MUS81,TPD52L1,mut,shRNA,24104479,COAD,0
MUS81,ADIPOR1,mut,shRNA,24104479,COAD,0
MUS81,RHOJ,mut,shRNA,24104479,COAD,0
MUS81,DYNC2LI1,mut,shRNA,24104479,COAD,0
MUS81,ATP2A2,mut,shRNA,24104479,COAD,0
MUS81,FBLN2,mut,shRNA,24104479,COAD,0
MUS81,CHRDL1,mut,shRNA,24104479,COAD,0
MUS81,CD52,mut,shRNA,24104479,COAD,0
MUS81,ZNF773,mut,shRNA,24104479,COAD,0
MUS81,EXOSC5,mut,shRNA,24104479,COAD,0
MUS81,ATP5SL,mut,shRNA,24104479,COAD,0
