# CSV generated from:L
# https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-018-04647-1/MediaObjects/41467_2018_4647_MOESM4_ESM.xlsx
# Supplementary Data 1. Experimentally identified gold standard SL interactions,,,,,,
# ,,,,,,
gene1,gene2,gene1 perturbation,gene2 perturbation,PMID,cancer type tested,SL
BLM,TDP1,mut,shRNA,24104479,COAD,0
BLM,PTK2B,mut,shRNA,24104479,COAD,0
BLM,ENDOU,mut,shRNA,24104479,COAD,0
BLM,ZNF124,mut,shRNA,24104479,COAD,0
BLM,TAS2R41,mut,shRNA,24104479,COAD,0
BLM,TSHZ2,mut,shRNA,24104479,COAD,0
BLM,HECTD1,mut,shRNA,24104479,COAD,0
BLM,EPC2,mut,shRNA,24104479,COAD,0
BLM,PAPOLA,mut,shRNA,24104479,COAD,0
BLM,ZBTB43,mut,shRNA,24104479,COAD,0
BLM,GAMT,mut,shRNA,24104479,COAD,0
BLM,C12orf40,mut,shRNA,24104479,COAD,0
BLM,HNRNPAB,mut,shRNA,24104479,COAD,0
BLM,ZRSR2,mut,shRNA,24104479,COAD,0
BLM,SPTY2D1,mut,shRNA,24104479,COAD,0
BLM,GPR146,mut,shRNA,24104479,COAD,0
BLM,VPS4B,mut,shRNA,24104479,COAD,0
BLM,SEC22B,mut,shRNA,24104479,COAD,0
BLM,C1orf201,mut,shRNA,24104479,COAD,0
BLM,TMEM2,mut,shRNA,24104479,COAD,0
BLM,SAR1A,mut,shRNA,24104479,COAD,0
BLM,ADD3,mut,shRNA,24104479,COAD,0
BLM,EDN3,mut,shRNA,24104479,COAD,0
BLM,VPS72,mut,shRNA,24104479,COAD,0
BLM,ULBP2,mut,shRNA,24104479,COAD,0
BLM,FRMD6,mut,shRNA,24104479,COAD,0
BLM,NPLOC4,mut,shRNA,24104479,COAD,0
BLM,IL17RA,mut,shRNA,24104479,COAD,0
BLM,C20orf108,mut,shRNA,24104479,COAD,0
BLM,LACTB,mut,shRNA,24104479,COAD,0
BLM,DLEU1,mut,shRNA,24104479,COAD,0
BLM,PCDHB5,mut,shRNA,24104479,COAD,0
BLM,MEGF11,mut,shRNA,24104479,COAD,0
BLM,ARHGEF17,mut,shRNA,24104479,COAD,0
BLM,CLCA3P,mut,shRNA,24104479,COAD,0
BLM,HSPA1A,mut,shRNA,24104479,COAD,0
BLM,UNG,mut,shRNA,24104479,COAD,0
BLM,VWC2,mut,shRNA,24104479,COAD,0
BLM,MMP10,mut,shRNA,24104479,COAD,0
BLM,POLL,mut,shRNA,24104479,COAD,0
BLM,JOSD1,mut,shRNA,24104479,COAD,0
BLM,MPP6,mut,shRNA,24104479,COAD,0
BLM,ID3,mut,shRNA,24104479,COAD,0
BLM,MUC1,mut,shRNA,24104479,COAD,0
BLM,XPA,mut,shRNA,24104479,COAD,0
BLM,PRKCE,mut,shRNA,24104479,COAD,0
BLM,IRF1,mut,shRNA,24104479,COAD,0
BLM,PDGFRA,mut,shRNA,24104479,COAD,0
BLM,LOXL3,mut,shRNA,24104479,COAD,0
BLM,ANXA13,mut,shRNA,24104479,COAD,0
BLM,FLYWCH1,mut,shRNA,24104479,COAD,0
BLM,NEK3,mut,shRNA,24104479,COAD,0
BLM,SNX16,mut,shRNA,24104479,COAD,0
BLM,USP29,mut,shRNA,24104479,COAD,0
BLM,DMRTA1,mut,shRNA,24104479,COAD,0
BLM,COBL,mut,shRNA,24104479,COAD,0
BLM,LDB1,mut,shRNA,24104479,COAD,0
BLM,PIAS1,mut,shRNA,24104479,COAD,0
BLM,RPL27A,mut,shRNA,24104479,COAD,0
BLM,GPR171,mut,shRNA,24104479,COAD,0
BLM,ACAP3,mut,shRNA,24104479,COAD,0
BLM,TMPRSS11A,mut,shRNA,24104479,COAD,0
BLM,TRPC3,mut,shRNA,24104479,COAD,0
BLM,RNPC3,mut,shRNA,24104479,COAD,0
BLM,RAPGEF6,mut,shRNA,24104479,COAD,0
BLM,CDC27,mut,shRNA,24104479,COAD,0
BLM,MMAA,mut,shRNA,24104479,COAD,0
BLM,CLDN14,mut,shRNA,24104479,COAD,0
BLM,C10orf71,mut,shRNA,24104479,COAD,0
BLM,MMP20,mut,shRNA,24104479,COAD,0
BLM,TRIP12,mut,shRNA,24104479,COAD,0
BLM,TMEM195,mut,shRNA,24104479,COAD,0
BLM,BRDT,mut,shRNA,24104479,COAD,0
BLM,GPN3,mut,shRNA,24104479,COAD,0
BLM,PLXDC1,mut,shRNA,24104479,COAD,0
BLM,RAB11A,mut,shRNA,24104479,COAD,0
BLM,ANXA6,mut,shRNA,24104479,COAD,0
BLM,FAM3A,mut,shRNA,24104479,COAD,0
BLM,EHMT1,mut,shRNA,24104479,COAD,0
BLM,ZNF114,mut,shRNA,24104479,COAD,0
BLM,ATF4,mut,shRNA,24104479,COAD,0
BLM,IL26,mut,shRNA,24104479,COAD,0
BLM,RNPEP,mut,shRNA,24104479,COAD,0
BLM,ORMDL2,mut,shRNA,24104479,COAD,0
BLM,FIG4,mut,shRNA,24104479,COAD,0
BLM,NRBP1,mut,shRNA,24104479,COAD,0
BLM,CCDC80,mut,shRNA,24104479,COAD,0
BLM,TSGA13,mut,shRNA,24104479,COAD,0
BLM,GPR35,mut,shRNA,24104479,COAD,0
BLM,UBE2F,mut,shRNA,24104479,COAD,0
BLM,MLL,mut,shRNA,24104479,COAD,0
BLM,ZNF193,mut,shRNA,24104479,COAD,0
BLM,TSSK6,mut,shRNA,24104479,COAD,0
BLM,SAP18,mut,shRNA,24104479,COAD,0
BLM,PIGO,mut,shRNA,24104479,COAD,0
BLM,QDPR,mut,shRNA,24104479,COAD,0
BLM,CTNNB1,mut,shRNA,24104479,COAD,0
BLM,PMFBP1,mut,shRNA,24104479,COAD,0
BLM,SFRS15,mut,shRNA,24104479,COAD,0
BLM,TASP1,mut,shRNA,24104479,COAD,0
BLM,PLEKHO2,mut,shRNA,24104479,COAD,0
BLM,HADHB,mut,shRNA,24104479,COAD,0
BLM,KCNAB3,mut,shRNA,24104479,COAD,0
BLM,CEP350,mut,shRNA,24104479,COAD,0
BLM,BRI3,mut,shRNA,24104479,COAD,0
BLM,TSPYL1,mut,shRNA,24104479,COAD,1
BLM,ACSS1,mut,shRNA,24104479,COAD,0
BLM,SEMA4D,mut,shRNA,24104479,COAD,0
BLM,ABCA8,mut,shRNA,24104479,COAD,0
BLM,LILRA6,mut,shRNA,24104479,COAD,0
BLM,TMPRSS5,mut,shRNA,24104479,COAD,0
BLM,XRCC6BP1,mut,shRNA,24104479,COAD,0
BLM,ATG16L2,mut,shRNA,24104479,COAD,0
BLM,MBIP,mut,shRNA,24104479,COAD,0
BLM,SALL3,mut,shRNA,24104479,COAD,0
BLM,ARHGAP21,mut,shRNA,24104479,COAD,0
BLM,JAGN1,mut,shRNA,24104479,COAD,0
BLM,TPSB2,mut,shRNA,24104479,COAD,0
BLM,PAIP2,mut,shRNA,24104479,COAD,0
BLM,IGFBPL1,mut,shRNA,24104479,COAD,0
BLM,RBMS1,mut,shRNA,24104479,COAD,0
BLM,FASTKD3,mut,shRNA,24104479,COAD,0
BLM,ARHGAP28,mut,shRNA,24104479,COAD,0
BLM,ALDH9A1,mut,shRNA,24104479,COAD,0
BLM,SPAST,mut,shRNA,24104479,COAD,0
BLM,POTED,mut,shRNA,24104479,COAD,0
BLM,HTR3D,mut,shRNA,24104479,COAD,0
BLM,USP15,mut,shRNA,24104479,COAD,0
BLM,CNNM1,mut,shRNA,24104479,COAD,0
BLM,LCT,mut,shRNA,24104479,COAD,0
BLM,CCDC34,mut,shRNA,24104479,COAD,0
BLM,FAM5B,mut,shRNA,24104479,COAD,0
BLM,NME7,mut,shRNA,24104479,COAD,0
BLM,SLC16A3,mut,shRNA,24104479,COAD,0
BLM,RWDD1,mut,shRNA,24104479,COAD,0
BLM,ANO10,mut,shRNA,24104479,COAD,0
BLM,SLC13A4,mut,shRNA,24104479,COAD,0
BLM,CITED4,mut,shRNA,24104479,COAD,1
BLM,IL12A,mut,shRNA,24104479,COAD,0
BLM,JARID2,mut,shRNA,24104479,COAD,0
BLM,MED13L,mut,shRNA,24104479,COAD,0
BLM,GSTA2,mut,shRNA,24104479,COAD,0
BLM,GABRA4,mut,shRNA,24104479,COAD,0
BLM,ATP10A,mut,shRNA,24104479,COAD,0
BLM,CD37,mut,shRNA,24104479,COAD,0
BLM,LHFPL2,mut,shRNA,24104479,COAD,0
BLM,WWP1,mut,shRNA,24104479,COAD,0
BLM,C1orf27,mut,shRNA,24104479,COAD,0
BLM,PCGF3,mut,shRNA,24104479,COAD,0
BLM,FARSB,mut,shRNA,24104479,COAD,0
BLM,ARID5A,mut,shRNA,24104479,COAD,0
BLM,PIGY,mut,shRNA,24104479,COAD,0
BLM,POLR1C,mut,shRNA,24104479,COAD,0
BLM,ARHGAP4,mut,shRNA,24104479,COAD,0
BLM,SFRP1,mut,shRNA,24104479,COAD,0
BLM,C5orf20,mut,shRNA,24104479,COAD,0
BLM,BCAR1,mut,shRNA,24104479,COAD,0
BLM,RND1,mut,shRNA,24104479,COAD,0
BLM,NID1,mut,shRNA,24104479,COAD,0
BLM,NT5E,mut,shRNA,24104479,COAD,0
BLM,CACNA1B,mut,shRNA,24104479,COAD,0
BLM,PRDX2,mut,shRNA,24104479,COAD,0
BLM,ZNF34,mut,shRNA,24104479,COAD,0
BLM,UMPS,mut,shRNA,24104479,COAD,0
BLM,LEFTY1,mut,shRNA,24104479,COAD,0
BLM,CLTA,mut,shRNA,24104479,COAD,0
BLM,TMEM189,mut,shRNA,24104479,COAD,0
BLM,DEAF1,mut,shRNA,24104479,COAD,0
BLM,NLRP2,mut,shRNA,24104479,COAD,0
BLM,COL4A6,mut,shRNA,24104479,COAD,0
BLM,GTSE1,mut,shRNA,24104479,COAD,0
BLM,CXorf65,mut,shRNA,24104479,COAD,0
BLM,NUB1,mut,shRNA,24104479,COAD,0
BLM,SLC9A1,mut,shRNA,24104479,COAD,0
BLM,SGK3,mut,shRNA,24104479,COAD,0
BLM,ACAP2,mut,shRNA,24104479,COAD,0
BLM,DYNC1LI2,mut,shRNA,24104479,COAD,0
BLM,CYP2C18,mut,shRNA,24104479,COAD,0
BLM,TCHHL1,mut,shRNA,24104479,COAD,0
BLM,RLIM,mut,shRNA,24104479,COAD,0
BLM,KLHL9,mut,shRNA,24104479,COAD,0
BLM,PDE6C,mut,shRNA,24104479,COAD,0
BLM,SLC9A3R2,mut,shRNA,24104479,COAD,0
BLM,ATP2C2,mut,shRNA,24104479,COAD,0
BLM,NDP,mut,shRNA,24104479,COAD,0
BLM,SENP8,mut,shRNA,24104479,COAD,0
BLM,ZNF639,mut,shRNA,24104479,COAD,0
BLM,COMMD4,mut,shRNA,24104479,COAD,0
BLM,MFAP1,mut,shRNA,24104479,COAD,0
BLM,LAMB1,mut,shRNA,24104479,COAD,0
BLM,ADAMTS20,mut,shRNA,24104479,COAD,0
BLM,SCOC,mut,shRNA,24104479,COAD,0
BLM,COX7A2,mut,shRNA,24104479,COAD,0
BLM,CHTF18,mut,shRNA,24104479,COAD,0
BLM,HMBOX1,mut,shRNA,24104479,COAD,0
BLM,CASP10,mut,shRNA,24104479,COAD,0
BLM,ADAM12,mut,shRNA,24104479,COAD,0
BLM,ME1,mut,shRNA,24104479,COAD,0
BLM,PPP1R15B,mut,shRNA,24104479,COAD,1
BLM,SSTR4,mut,shRNA,24104479,COAD,0
BLM,CLIC2,mut,shRNA,24104479,COAD,0
BLM,ANKRD30A,mut,shRNA,24104479,COAD,0
BLM,TREM2,mut,shRNA,24104479,COAD,0
BLM,SESN3,mut,shRNA,24104479,COAD,0
BLM,CXorf57,mut,shRNA,24104479,COAD,0
BLM,TIMD4,mut,shRNA,24104479,COAD,0
BLM,FUK,mut,shRNA,24104479,COAD,0
BLM,KIAA0664,mut,shRNA,24104479,COAD,0
BLM,ZC3H11A,mut,shRNA,24104479,COAD,0
BLM,BARHL2,mut,shRNA,24104479,COAD,0
BLM,EXOSC2,mut,shRNA,24104479,COAD,0
BLM,ICA1L,mut,shRNA,24104479,COAD,0
BLM,LDOC1,mut,shRNA,24104479,COAD,0
BLM,CNBD1,mut,shRNA,24104479,COAD,0
BLM,MRPS14,mut,shRNA,24104479,COAD,0
BLM,CEBPD,mut,shRNA,24104479,COAD,1
BLM,TAS1R1,mut,shRNA,24104479,COAD,0
BLM,NES,mut,shRNA,24104479,COAD,0
BLM,ERCC5,mut,shRNA,24104479,COAD,0
BLM,TERF2,mut,shRNA,24104479,COAD,0
BLM,C10orf54,mut,shRNA,24104479,COAD,0
BLM,SUCNR1,mut,shRNA,24104479,COAD,0
BLM,SLC26A4,mut,shRNA,24104479,COAD,0
BLM,FAM161A,mut,shRNA,24104479,COAD,0
BLM,XPOT,mut,shRNA,24104479,COAD,0
BLM,ITGBL1,mut,shRNA,24104479,COAD,0
BLM,PEPD,mut,shRNA,24104479,COAD,0
BLM,KCTD4,mut,shRNA,24104479,COAD,0
BLM,UBA6,mut,shRNA,24104479,COAD,0
BLM,PANX1,mut,shRNA,24104479,COAD,0
BLM,PIP4K2C,mut,shRNA,24104479,COAD,0
BLM,ST8SIA6,mut,shRNA,24104479,COAD,1
BLM,ZFAND3,mut,shRNA,24104479,COAD,0
BLM,NEUROD6,mut,shRNA,24104479,COAD,0
BLM,C2orf43,mut,shRNA,24104479,COAD,1
BLM,MED15,mut,shRNA,24104479,COAD,0
BLM,VSX2,mut,shRNA,24104479,COAD,0
BLM,PTBP1,mut,shRNA,24104479,COAD,0
BLM,SIAH1,mut,shRNA,24104479,COAD,0
BLM,PPP2CA,mut,shRNA,24104479,COAD,0
BLM,PIGG,mut,shRNA,24104479,COAD,0
BLM,PDE8B,mut,shRNA,24104479,COAD,0
BLM,GLRA2,mut,shRNA,24104479,COAD,0
BLM,ALPPL2,mut,shRNA,24104479,COAD,0
BLM,PLP1,mut,shRNA,24104479,COAD,0
BLM,GBA3,mut,shRNA,24104479,COAD,0
BLM,TLK2,mut,shRNA,24104479,COAD,0
BLM,RPL39,mut,shRNA,24104479,COAD,0
BLM,WDR64,mut,shRNA,24104479,COAD,0
BLM,SPATA21,mut,shRNA,24104479,COAD,0
BLM,NCKAP1L,mut,shRNA,24104479,COAD,0
BLM,TMEM63A,mut,shRNA,24104479,COAD,0
BLM,FBXL18,mut,shRNA,24104479,COAD,0
BLM,SLC2A10,mut,shRNA,24104479,COAD,0
BLM,KCTD18,mut,shRNA,24104479,COAD,0
BLM,USP42,mut,shRNA,24104479,COAD,0
BLM,POLR3F,mut,shRNA,24104479,COAD,0
BLM,CALCA,mut,shRNA,24104479,COAD,0
BLM,IL15RA,mut,shRNA,24104479,COAD,0
BLM,RPH3AL,mut,shRNA,24104479,COAD,0
BLM,TRPV6,mut,shRNA,24104479,COAD,0
BLM,VPS13B,mut,shRNA,24104479,COAD,0
BLM,ENTPD2,mut,shRNA,24104479,COAD,0
BLM,PTH,mut,shRNA,24104479,COAD,0
BLM,TMTC1,mut,shRNA,24104479,COAD,0
BLM,TTC33,mut,shRNA,24104479,COAD,0
BLM,C2orf47,mut,shRNA,24104479,COAD,0
BLM,GPR3,mut,shRNA,24104479,COAD,0
BLM,LTF,mut,shRNA,24104479,COAD,0
BLM,SORCS1,mut,shRNA,24104479,COAD,0
BLM,AQP5,mut,shRNA,24104479,COAD,0
BLM,ARL6IP4,mut,shRNA,24104479,COAD,0
BLM,NDUFA10,mut,shRNA,24104479,COAD,0
BLM,FAM186A,mut,shRNA,24104479,COAD,0
BLM,OTOF,mut,shRNA,24104479,COAD,0
BLM,HS3ST2,mut,shRNA,24104479,COAD,0
BLM,POLE,mut,shRNA,24104479,COAD,0
BLM,GRHL2,mut,shRNA,24104479,COAD,0
BLM,ZNF445,mut,shRNA,24104479,COAD,0
BLM,COL21A1,mut,shRNA,24104479,COAD,0
BLM,CDH17,mut,shRNA,24104479,COAD,0
BLM,MED17,mut,shRNA,24104479,COAD,0
BLM,RPTOR,mut,shRNA,24104479,COAD,0
BLM,KIAA1598,mut,shRNA,24104479,COAD,0
BLM,APLP1,mut,shRNA,24104479,COAD,0
BLM,BPGM,mut,shRNA,24104479,COAD,0
BLM,ZDHHC16,mut,shRNA,24104479,COAD,0
BLM,PMEPA1,mut,shRNA,24104479,COAD,0
BLM,FFAR3,mut,shRNA,24104479,COAD,0
BLM,TLR1,mut,shRNA,24104479,COAD,0
BLM,OR10H2,mut,shRNA,24104479,COAD,0
BLM,PTMA,mut,shRNA,24104479,COAD,0
BLM,IQCD,mut,shRNA,24104479,COAD,0
BLM,CXCL3,mut,shRNA,24104479,COAD,0
BLM,ZNF517,mut,shRNA,24104479,COAD,0
BLM,CALML3,mut,shRNA,24104479,COAD,0
BLM,PI4KB,mut,shRNA,24104479,COAD,0
BLM,AP1S3,mut,shRNA,24104479,COAD,0
BLM,STX11,mut,shRNA,24104479,COAD,0
BLM,STON2,mut,shRNA,24104479,COAD,0
BLM,MKRN3,mut,shRNA,24104479,COAD,0
BLM,KDM2A,mut,shRNA,24104479,COAD,0
BLM,CPSF1,mut,shRNA,24104479,COAD,0
BLM,CD164,mut,shRNA,24104479,COAD,0
BLM,PPM1J,mut,shRNA,24104479,COAD,0
BLM,DNAJB14,mut,shRNA,24104479,COAD,0
BLM,MAGEB10,mut,shRNA,24104479,COAD,0
BLM,LETMD1,mut,shRNA,24104479,COAD,0
BLM,DEF8,mut,shRNA,24104479,COAD,0
BLM,IRX6,mut,shRNA,24104479,COAD,0
BLM,SLC25A21,mut,shRNA,24104479,COAD,0
BLM,UROS,mut,shRNA,24104479,COAD,0
BLM,NCF2,mut,shRNA,24104479,COAD,0
BLM,ZNF829,mut,shRNA,24104479,COAD,0
BLM,CDAN1,mut,shRNA,24104479,COAD,0
BLM,ATP6V1F,mut,shRNA,24104479,COAD,0
BLM,HTRA4,mut,shRNA,24104479,COAD,0
BLM,ZNF185,mut,shRNA,24104479,COAD,0
BLM,TFAP2B,mut,shRNA,24104479,COAD,0
BLM,FAM127A,mut,shRNA,24104479,COAD,0
BLM,CDHR1,mut,shRNA,24104479,COAD,0
BLM,IL1F8,mut,shRNA,24104479,COAD,0
BLM,C7orf71,mut,shRNA,24104479,COAD,0
BLM,ALG9,mut,shRNA,24104479,COAD,0
BLM,IL19,mut,shRNA,24104479,COAD,0
BLM,TEX9,mut,shRNA,24104479,COAD,0
BLM,HPGD,mut,shRNA,24104479,COAD,0
BLM,TSHZ3,mut,shRNA,24104479,COAD,0
BLM,SMO,mut,shRNA,24104479,COAD,0
BLM,PNMT,mut,shRNA,24104479,COAD,0
BLM,IFT20,mut,shRNA,24104479,COAD,0
BLM,HCFC2,mut,shRNA,24104479,COAD,0
BLM,ACTR3,mut,shRNA,24104479,COAD,0
BLM,C22orf28,mut,shRNA,24104479,COAD,0
BLM,NLGN4X,mut,shRNA,24104479,COAD,0
BLM,ZBTB4,mut,shRNA,24104479,COAD,0
BLM,MAN1A2,mut,shRNA,24104479,COAD,0
BLM,THYN1,mut,shRNA,24104479,COAD,0
BLM,TMEM48,mut,shRNA,24104479,COAD,0
BLM,PLAC1,mut,shRNA,24104479,COAD,0
BLM,SEMA6C,mut,shRNA,24104479,COAD,0
BLM,ARID4B,mut,shRNA,24104479,COAD,0
BLM,KIAA0232,mut,shRNA,24104479,COAD,0
BLM,ZNF467,mut,shRNA,24104479,COAD,0
BLM,TGM7,mut,shRNA,24104479,COAD,0
BLM,ACY1,mut,shRNA,24104479,COAD,0
BLM,CST9L,mut,shRNA,24104479,COAD,0
BLM,RECQL5,mut,shRNA,24104479,COAD,0
BLM,OTUD7A,mut,shRNA,24104479,COAD,0
BLM,TXNDC17,mut,shRNA,24104479,COAD,0
BLM,C11orf42,mut,shRNA,24104479,COAD,0
BLM,CALR,mut,shRNA,24104479,COAD,0
BLM,LRP1,mut,shRNA,24104479,COAD,0
BLM,NMRAL1,mut,shRNA,24104479,COAD,0
BLM,MAGEA12,mut,shRNA,24104479,COAD,0
BLM,C1orf141,mut,shRNA,24104479,COAD,0
BLM,SULT1B1,mut,shRNA,24104479,COAD,0
BLM,KCTD1,mut,shRNA,24104479,COAD,0
BLM,CEP68,mut,shRNA,24104479,COAD,0
BLM,TINAG,mut,shRNA,24104479,COAD,0
BLM,MBD3,mut,shRNA,24104479,COAD,1
BLM,TNFRSF13C,mut,shRNA,24104479,COAD,1
BLM,BAZ2A,mut,shRNA,24104479,COAD,0
BLM,ZNF678,mut,shRNA,24104479,COAD,0
BLM,WDR82,mut,shRNA,24104479,COAD,0
BLM,ENO1,mut,shRNA,24104479,COAD,0
BLM,OR52I2,mut,shRNA,24104479,COAD,0
BLM,PPP1R9B,mut,shRNA,24104479,COAD,0
BLM,KDELR2,mut,shRNA,24104479,COAD,0
BLM,AMD1,mut,shRNA,24104479,COAD,0
BLM,LRRC34,mut,shRNA,24104479,COAD,0
BLM,ERP44,mut,shRNA,24104479,COAD,0
BLM,CT45A3,mut,shRNA,24104479,COAD,0
BLM,COTL1,mut,shRNA,24104479,COAD,0
BLM,ZNF311,mut,shRNA,24104479,COAD,0
BLM,MMP17,mut,shRNA,24104479,COAD,0
BLM,ILK,mut,shRNA,24104479,COAD,0
BLM,NAA40,mut,shRNA,24104479,COAD,0
BLM,CHD5,mut,shRNA,24104479,COAD,0
BLM,C6,mut,shRNA,24104479,COAD,0
BLM,PLXNA1,mut,shRNA,24104479,COAD,0
BLM,TNFRSF17,mut,shRNA,24104479,COAD,0
BLM,ACVR1C,mut,shRNA,24104479,COAD,0
BLM,KCNA4,mut,shRNA,24104479,COAD,0
BLM,LCOR,mut,shRNA,24104479,COAD,0
BLM,FXYD3,mut,shRNA,24104479,COAD,0
BLM,RHBDF2,mut,shRNA,24104479,COAD,0
BLM,CREB3L3,mut,shRNA,24104479,COAD,0
BLM,ZDHHC18,mut,shRNA,24104479,COAD,0
BLM,KBTBD10,mut,shRNA,24104479,COAD,0
BLM,CLTCL1,mut,shRNA,24104479,COAD,0
BLM,MGRN1,mut,shRNA,24104479,COAD,0
BLM,HIST2H2BE,mut,shRNA,24104479,COAD,0
BLM,INPP4A,mut,shRNA,24104479,COAD,0
BLM,WHSC1L1,mut,shRNA,24104479,COAD,0
BLM,LGALS14,mut,shRNA,24104479,COAD,0
BLM,SPAG6,mut,shRNA,24104479,COAD,0
BLM,RNASEH2A,mut,shRNA,24104479,COAD,0
BLM,IL18R1,mut,shRNA,24104479,COAD,0
BLM,CR1,mut,shRNA,24104479,COAD,0
BLM,IRX2,mut,shRNA,24104479,COAD,1
BLM,LGI1,mut,shRNA,24104479,COAD,0
BLM,NOMO1,mut,shRNA,24104479,COAD,0
BLM,PCDHGA6,mut,shRNA,24104479,COAD,0
BLM,NASP,mut,shRNA,24104479,COAD,0
BLM,TMEM11,mut,shRNA,24104479,COAD,0
BLM,IKZF2,mut,shRNA,24104479,COAD,0
BLM,LILRA5,mut,shRNA,24104479,COAD,0
BLM,ATP6V1C2,mut,shRNA,24104479,COAD,0
BLM,SNCAIP,mut,shRNA,24104479,COAD,0
BLM,CXorf48,mut,shRNA,24104479,COAD,0
BLM,SSPO,mut,shRNA,24104479,COAD,0
BLM,PTGES,mut,shRNA,24104479,COAD,0
BLM,LHX4,mut,shRNA,24104479,COAD,0
BLM,PKN3,mut,shRNA,24104479,COAD,0
BLM,IL1A,mut,shRNA,24104479,COAD,0
BLM,CALM3,mut,shRNA,24104479,COAD,0
BLM,TMEM53,mut,shRNA,24104479,COAD,0
BLM,LRG1,mut,shRNA,24104479,COAD,0
BLM,HSP90AB1,mut,shRNA,24104479,COAD,0
BLM,AKR7A3,mut,shRNA,24104479,COAD,0
BLM,IARS2,mut,shRNA,24104479,COAD,0
BLM,PPP1R3D,mut,shRNA,24104479,COAD,0
BLM,RER1,mut,shRNA,24104479,COAD,0
BLM,RPS15,mut,shRNA,24104479,COAD,0
BLM,C12orf35,mut,shRNA,24104479,COAD,0
BLM,SLC26A1,mut,shRNA,24104479,COAD,0
BLM,BCAT1,mut,shRNA,24104479,COAD,0
BLM,SPINK2,mut,shRNA,24104479,COAD,0
BLM,HUS1B,mut,shRNA,24104479,COAD,0
BLM,IL17A,mut,shRNA,24104479,COAD,0
BLM,PLS3,mut,shRNA,24104479,COAD,0
BLM,CD320,mut,shRNA,24104479,COAD,0
BLM,GIMAP7,mut,shRNA,24104479,COAD,0
BLM,OPTN,mut,shRNA,24104479,COAD,0
BLM,DPPA4,mut,shRNA,24104479,COAD,0
BLM,IPO7,mut,shRNA,24104479,COAD,0
BLM,CYP2C8,mut,shRNA,24104479,COAD,0
BLM,AKAP13,mut,shRNA,24104479,COAD,0
BLM,PTPRD,mut,shRNA,24104479,COAD,0
BLM,KRT40,mut,shRNA,24104479,COAD,0
BLM,ACTR1A,mut,shRNA,24104479,COAD,0
BLM,NPY,mut,shRNA,24104479,COAD,0
BLM,AMOTL1,mut,shRNA,24104479,COAD,0
BLM,DSCR4,mut,shRNA,24104479,COAD,0
BLM,HSF2,mut,shRNA,24104479,COAD,0
BLM,RYK,mut,shRNA,24104479,COAD,0
BLM,SLC30A8,mut,shRNA,24104479,COAD,0
BLM,DHRS4,mut,shRNA,24104479,COAD,0
BLM,OGFRL1,mut,shRNA,24104479,COAD,0
BLM,TUSC5,mut,shRNA,24104479,COAD,0
BLM,MIER1,mut,shRNA,24104479,COAD,0
BLM,PHTF2,mut,shRNA,24104479,COAD,0
BLM,TSPAN15,mut,shRNA,24104479,COAD,0
BLM,ZNF446,mut,shRNA,24104479,COAD,0
BLM,PKNOX2,mut,shRNA,24104479,COAD,0
BLM,ATRNL1,mut,shRNA,24104479,COAD,0
BLM,PYROXD2,mut,shRNA,24104479,COAD,0
BLM,PRKRIR,mut,shRNA,24104479,COAD,0
BLM,PLG,mut,shRNA,24104479,COAD,0
BLM,C1orf129,mut,shRNA,24104479,COAD,0
BLM,SLC25A25,mut,shRNA,24104479,COAD,0
BLM,MRPL3,mut,shRNA,24104479,COAD,0
BLM,DACH1,mut,shRNA,24104479,COAD,0
BLM,GAGE1,mut,shRNA,24104479,COAD,0
BLM,DTWD1,mut,shRNA,24104479,COAD,0
BLM,NPM3,mut,shRNA,24104479,COAD,0
BLM,GTF2F2,mut,shRNA,24104479,COAD,0
BLM,FKBP9L,mut,shRNA,24104479,COAD,0
BLM,CDK2AP1,mut,shRNA,24104479,COAD,0
BLM,TMEM229B,mut,shRNA,24104479,COAD,0
BLM,PGF,mut,shRNA,24104479,COAD,0
BLM,CD244,mut,shRNA,24104479,COAD,0
BLM,C4orf22,mut,shRNA,24104479,COAD,0
BLM,TNPO3,mut,shRNA,24104479,COAD,0
BLM,TANK,mut,shRNA,24104479,COAD,0
BLM,CD36,mut,shRNA,24104479,COAD,0
BLM,RGS18,mut,shRNA,24104479,COAD,0
BLM,LRIT2,mut,shRNA,24104479,COAD,0
BLM,STX17,mut,shRNA,24104479,COAD,0
BLM,SFXN1,mut,shRNA,24104479,COAD,0
BLM,NAT2,mut,shRNA,24104479,COAD,0
BLM,DEFB126,mut,shRNA,24104479,COAD,0
BLM,CLIC5,mut,shRNA,24104479,COAD,0
BLM,FOXP1,mut,shRNA,24104479,COAD,0
BLM,RGS12,mut,shRNA,24104479,COAD,0
BLM,ZNF148,mut,shRNA,24104479,COAD,0
BLM,ZNF507,mut,shRNA,24104479,COAD,0
BLM,GNPAT,mut,shRNA,24104479,COAD,0
BLM,PIGS,mut,shRNA,24104479,COAD,0
BLM,IGSF1,mut,shRNA,24104479,COAD,0
BLM,FCAR,mut,shRNA,24104479,COAD,0
BLM,COQ10A,mut,shRNA,24104479,COAD,0
BLM,KCNH5,mut,shRNA,24104479,COAD,0
BLM,REEP5,mut,shRNA,24104479,COAD,0
BLM,DHH,mut,shRNA,24104479,COAD,0
